epoch,step,loss_g,loss_d,loss_cycle,loss_identity,loss_ssim,attention_blue,attention_green,attention_lowlight,attention_blur
1,1,9.746095657348633,1.0419552326202393,0.5033844709396362,0.27096909284591675,1.709280252456665,0.4063003659248352,0.30950701236724854,0.28419262170791626,
1,2,14.228443145751953,11.009092330932617,0.28181108832359314,0.26430273056030273,1.4132158756256104,0.41032135486602783,0.3102848529815674,0.2793937623500824,
1,3,9.653600692749023,1.3670929670333862,0.5633785724639893,0.30254971981048584,1.558659553527832,0.40477341413497925,0.2997646927833557,0.29546186327934265,
1,4,7.274367809295654,1.145132303237915,0.35479500889778137,0.26009276509284973,1.455088496208191,0.4058229625225067,0.30923014879226685,0.28494685888290405,
1,5,7.1621809005737305,1.2510745525360107,0.3319903612136841,0.21779368817806244,1.453702688217163,0.4052804708480835,0.30989229679107666,0.28482723236083984,
1,6,8.500932693481445,0.9477891325950623,0.46996641159057617,0.21930429339408875,1.6014641523361206,0.40428435802459717,0.3099713921546936,0.28574424982070923,
1,7,7.653573036193848,0.7423387765884399,0.39469826221466064,0.23939356207847595,1.425091028213501,0.402954638004303,0.3106791079044342,0.2863662838935852,
1,8,7.576411247253418,0.5771956443786621,0.439182311296463,0.18140548467636108,1.3061201572418213,0.4015907645225525,0.31236398220062256,0.28604525327682495,
1,9,7.645790100097656,0.6047893762588501,0.4082258343696594,0.27484771609306335,1.3168326616287231,0.40254443883895874,0.3099719285964966,0.2874836325645447,
1,10,7.28995418548584,0.5608299970626831,0.39492470026016235,0.24498037993907928,1.3810374736785889,0.40339046716690063,0.3187972903251648,0.2778122127056122,
1,11,5.839333534240723,0.5549525022506714,0.2821980118751526,0.19422748684883118,1.224174976348877,0.39806756377220154,0.3204963505268097,0.28143608570098877,
1,12,6.373236179351807,0.5546559691429138,0.32793161273002625,0.23048250377178192,1.1865283250808716,0.39470165967941284,0.3166843056678772,0.28861406445503235,
1,13,6.688957214355469,0.49816229939460754,0.3415023684501648,0.2510751783847809,1.241239309310913,0.3947417736053467,0.31047606468200684,0.2947821617126465,
1,14,5.698399543762207,0.4811818599700928,0.28952425718307495,0.18535688519477844,1.129465103149414,0.39526867866516113,0.3099694848060608,0.2947618365287781,
1,15,5.794135093688965,0.48381468653678894,0.27869391441345215,0.25624901056289673,0.9568502306938171,0.3973316550254822,0.31973299384117126,0.28293535113334656,
1,16,6.0615034103393555,0.5093114972114563,0.30470746755599976,0.2500050961971283,1.040160894393921,0.3978482484817505,0.3162192106246948,0.2859324812889099,
1,17,5.536897659301758,0.4462064802646637,0.2667382061481476,0.21729640662670135,0.966247022151947,0.3966960608959198,0.32196131348609924,0.28134262561798096,
1,18,5.228725433349609,0.4878065884113312,0.2252402901649475,0.2323216199874878,0.990105152130127,0.39623361825942993,0.32051971554756165,0.2832466661930084,
1,19,6.527715682983398,0.6294657588005066,0.34355366230010986,0.21001797914505005,1.2172279357910156,0.39505112171173096,0.325618714094162,0.27933013439178467,
1,20,5.795109748840332,0.6786964535713196,0.2791212499141693,0.2160310000181198,0.9433654546737671,0.39243465662002563,0.3261219263076782,0.28144344687461853,
1,21,5.612730503082275,0.6088500618934631,0.2674933075904846,0.22567376494407654,0.9173851013183594,0.3911992907524109,0.3228089213371277,0.2859917879104614,
1,22,5.237429618835449,0.45865386724472046,0.26178306341171265,0.19950275123119354,0.9120725393295288,0.3895515203475952,0.3217182755470276,0.2887302041053772,
1,23,5.536311149597168,0.40395671129226685,0.2613476812839508,0.23222389817237854,1.0264389514923096,0.38773131370544434,0.32794034481048584,0.28432831168174744,
1,24,4.8228068351745605,0.4318646192550659,0.2164512276649475,0.1757841557264328,0.8815102577209473,0.3878314197063446,0.3263113498687744,0.28585726022720337,
1,25,5.4752516746521,0.5037157535552979,0.27760398387908936,0.17247772216796875,0.9983640313148499,0.3847951889038086,0.3308640718460083,0.2843407392501831,
1,26,4.9101243019104,0.6603954434394836,0.23303522169589996,0.17503350973129272,0.865629255771637,0.3820423483848572,0.32889819145202637,0.28905946016311646,
1,27,4.951648235321045,0.6751096248626709,0.23079439997673035,0.1711139678955078,0.8933557271957397,0.38198524713516235,0.3292306661605835,0.28878411650657654,
1,28,6.511536598205566,0.5968692898750305,0.353595495223999,0.19066481292247772,1.2105076313018799,0.37959107756614685,0.329573392868042,0.29083555936813354,
