epoch,step,loss_g,loss_d,loss_cycle,loss_identity,loss_ssim,attention_blue,attention_green,attention_lowlight,attention_blur
1,1,10.076114654541016,1.1440956592559814,0.5177927017211914,0.23545555770397186,1.7229571342468262,,,,
1,2,9.21362018585205,6.105786323547363,0.4314213991165161,0.20684538781642914,1.6959341764450073,,,,
1,3,8.807132720947266,1.8186068534851074,0.508002758026123,0.22563493251800537,1.6627349853515625,,,,
1,4,7.090372085571289,1.3313629627227783,0.35193049907684326,0.18811193108558655,1.5518065690994263,,,,
1,5,9.145792961120605,1.8394432067871094,0.4554993212223053,0.22190648317337036,1.4847551584243774,,,,
1,6,7.811383247375488,1.0407766103744507,0.407428503036499,0.16487053036689758,1.389631986618042,,,,
1,7,6.1688456535339355,0.7322119474411011,0.325687050819397,0.12411924451589584,1.2148008346557617,,,,
1,8,7.26677131652832,0.6082168817520142,0.40781712532043457,0.17262427508831024,1.563232660293579,,,,
1,9,7.538961410522461,0.5509916543960571,0.4747726321220398,0.1265990138053894,1.4881138801574707,,,,
1,10,5.692350387573242,0.5519245862960815,0.30608314275741577,0.1684507578611374,1.1441171169281006,,,,
1,11,4.818619728088379,0.5697839856147766,0.24099895358085632,0.12651923298835754,1.1187055110931396,,,,
1,12,6.396044731140137,0.5437302589416504,0.3702987730503082,0.1556195616722107,1.2482995986938477,,,,
1,13,6.814299583435059,0.5299744606018066,0.41445204615592957,0.13917666673660278,1.2933337688446045,,,,
1,14,4.937562942504883,0.7157050371170044,0.2567518651485443,0.1267411708831787,1.0189440250396729,,,,
1,15,5.2800493240356445,0.5375013947486877,0.26572006940841675,0.13950344920158386,1.311956524848938,,,,
1,16,4.793121814727783,0.5564155578613281,0.25077247619628906,0.118802510201931,1.106175184249878,,,,
1,17,6.338169574737549,0.5389098525047302,0.37772345542907715,0.14599713683128357,1.1762527227401733,,,,
1,18,5.505094528198242,0.5553107261657715,0.3194868862628937,0.09369714558124542,1.1939496994018555,,,,
1,19,6.206707000732422,0.4617080092430115,0.3644891083240509,0.13655778765678406,1.1584008932113647,,,,
1,20,4.918576717376709,0.5276133418083191,0.2595844268798828,0.11208577454090118,1.0698658227920532,,,,
1,21,4.633588790893555,0.5862061977386475,0.228967547416687,0.11853092908859253,0.9945955872535706,,,,
1,22,5.391290187835693,0.6238117218017578,0.3084702491760254,0.10905556380748749,0.9748902916908264,,,,
