,PSNR,SSIM,UIQM,UCIQE
EUVP_Unpaired,,,1.4242970886542905,5.427032301094901
EUVP_eval_data,,,1.541140679016854,5.75615197304383
EUVP_test_samples,18.62505405424386,0.6849275627639166,1.477176154007032,5.666606250781458
EUVP_underwater_dark,16.380607060361196,0.6249662631167997,1.6469770385929057,3.928051524334126
EUVP_underwater_imagenet,17.689698363581932,0.653667601387675,1.5388629591948277,5.557339344121314
EUVP_underwater_scenes,19.11965373055299,0.69399005730601,1.4876249666072139,5.9881663645432255
UIEB_challenging_60,,,1.2429980655511221,4.895465222994487
UIEB_raw_890,19.784891631953993,0.6914549891629127,1.3084076542089873,5.302161498989225
overall,17.549934028184637,0.6519964015439781,1.531169304112372,5.059871522828092
