category,num_images,attention_blue,attention_green,attention_lowlight,attention_blur,dominant_attention
blue_cast,479,0.19746560898136992,0.21020098746071778,0.1215944914283359,0.47073891363835785,blur
green_cast,257,0.10718135133835009,0.32632506496711466,0.12662962335614836,0.43986396103053704,blur
low_light,29,0.11745926943318594,0.2813516490418336,0.10824472624166255,0.4929443618346905,blur
blur,289,0.17615218741245642,0.27283094060255997,0.11424234281310156,0.43677453170804414,blur
