dataset,image_name,attention_blue,attention_green,attention_lowlight,attention_blur
UIEB_raw_890,100_img_-checkpoint.png,0.24853119254112244,0.3099362254142761,0.1228584423661232,0.31867414712905884
UIEB_raw_890,100_img_.png,0.24853119254112244,0.3099362254142761,0.1228584423661232,0.31867414712905884
UIEB_raw_890,10139.png,0.18542729318141937,0.20400194823741913,0.05339139699935913,0.55717933177948
UIEB_raw_890,10151.png,0.07958321273326874,0.1774972379207611,0.08755667507648468,0.6553628444671631
UIEB_raw_890,101_img_.png,0.06513413786888123,0.27253755927085876,0.11044319719076157,0.5518850684165955
UIEB_raw_890,102_img_.png,0.16964830458164215,0.3121979832649231,0.1592111885547638,0.35894253849983215
UIEB_raw_890,104_img_.png,0.16578488051891327,0.21019570529460907,0.07490737736225128,0.5491120219230652
UIEB_raw_890,105_img_.png,0.14194205403327942,0.2703210711479187,0.13390836119651794,0.45382851362228394
UIEB_raw_890,106_img_.png,0.09165249764919281,0.11810814589262009,0.04020373523235321,0.7500356435775757
UIEB_raw_890,107_img_.png,0.2532191276550293,0.2609327435493469,0.10967420041561127,0.3761739134788513
UIEB_raw_890,108_img_.png,0.11921553313732147,0.28132468461990356,0.061377137899398804,0.5380826592445374
UIEB_raw_890,10909.png,0.07973849773406982,0.1768789291381836,0.049164317548274994,0.6942182779312134
UIEB_raw_890,10945.png,0.08952204883098602,0.1633394956588745,0.04569461941719055,0.7014438509941101
UIEB_raw_890,109_img_.png,0.2504696846008301,0.30589959025382996,0.10053174942731857,0.3430989384651184
UIEB_raw_890,10_img_.png,0.30132025480270386,0.28628259897232056,0.13788160681724548,0.2745155394077301
UIEB_raw_890,11052.png,0.05857628583908081,0.17070206999778748,0.06810262054204941,0.7026189565658569
UIEB_raw_890,11064.png,0.05659551918506622,0.14024479687213898,0.059381552040576935,0.7437781095504761
UIEB_raw_890,111_img_.png,0.25561660528182983,0.3220107853412628,0.15882278978824615,0.2635498046875
UIEB_raw_890,112_img_.png,0.10110355913639069,0.28704339265823364,0.09775540977716446,0.5140976309776306
UIEB_raw_890,11374.png,0.13385412096977234,0.2297382354736328,0.06962218135595322,0.566785454750061
UIEB_raw_890,11398.png,0.10164882242679596,0.2110815942287445,0.08151128888130188,0.6057583093643188
UIEB_raw_890,113_img_.png,0.15872101485729218,0.2833441197872162,0.15514442324638367,0.40279045701026917
UIEB_raw_890,114_img_.png,0.12059864401817322,0.18959784507751465,0.05774085223674774,0.6320626735687256
UIEB_raw_890,115_img_.png,0.2678987979888916,0.22701722383499146,0.08780765533447266,0.4172763228416443
UIEB_raw_890,116_img_.png,0.14526258409023285,0.27784115076065063,0.11508876085281372,0.4618074893951416
UIEB_raw_890,117_img_.png,0.06687526404857635,0.2912004590034485,0.10537861287593842,0.5365456342697144
UIEB_raw_890,118_img_.png,0.08482286334037781,0.29840612411499023,0.09288350492715836,0.5238875150680542
UIEB_raw_890,11_img_.png,0.16913381218910217,0.2637752294540405,0.12231763452291489,0.4447733163833618
UIEB_raw_890,120_img_.png,0.09051100164651871,0.3199695348739624,0.10051596164703369,0.4890035390853882
UIEB_raw_890,121_img_.png,0.16094154119491577,0.19797709584236145,0.07287676632404327,0.5682045817375183
UIEB_raw_890,1225.png,0.0851692259311676,0.15686118602752686,0.0685717985033989,0.6893978118896484
UIEB_raw_890,12290.png,0.1304810345172882,0.10479222983121872,0.041198357939720154,0.7235283255577087
UIEB_raw_890,12299.png,0.09823168814182281,0.13159394264221191,0.06239185482263565,0.707782506942749
UIEB_raw_890,122_img_.png,0.0867542177438736,0.30131250619888306,0.09136766195297241,0.5205656290054321
UIEB_raw_890,12324.png,0.1182066947221756,0.1293780356645584,0.057373497635126114,0.6950417757034302
UIEB_raw_890,12336.png,0.06148819997906685,0.12542206048965454,0.05417843908071518,0.7589112520217896
UIEB_raw_890,12348.png,0.13163697719573975,0.12479256093502045,0.05636786296963692,0.6872026324272156
UIEB_raw_890,123_img_.png,0.0697062611579895,0.32897090911865234,0.10423540323972702,0.49708738923072815
UIEB_raw_890,12422.png,0.08104663342237473,0.20401430130004883,0.0848955512046814,0.6300435066223145
UIEB_raw_890,12433.png,0.12438234686851501,0.24146458506584167,0.12657654285430908,0.5075765252113342
UIEB_raw_890,12445.png,0.0984799861907959,0.2764671742916107,0.13903111219406128,0.4860217273235321
UIEB_raw_890,124_img_.png,0.08330643177032471,0.2904072403907776,0.08453445881605148,0.5417518615722656
UIEB_raw_890,125_img_.png,0.06551499664783478,0.3159730136394501,0.10374316573143005,0.5147688388824463
UIEB_raw_890,12900.png,0.08838232606649399,0.21008503437042236,0.09259913116693497,0.6089335083961487
UIEB_raw_890,129_img_.png,0.26671484112739563,0.3477083146572113,0.14251872897148132,0.24305811524391174
UIEB_raw_890,130_img_.png,0.07995325326919556,0.2518811821937561,0.074870765209198,0.5932948589324951
UIEB_raw_890,131_img_.png,0.11566208302974701,0.30279844999313354,0.10069900006055832,0.48084044456481934
UIEB_raw_890,133_img_.png,0.07668552547693253,0.31184303760528564,0.09804129600524902,0.513430118560791
UIEB_raw_890,135_img_.png,0.17358756065368652,0.32096508145332336,0.11549180001020432,0.3899555504322052
