category,num_images,attention_blue,attention_green,attention_lowlight,attention_blur,dominant_attention
blue_cast,479,0.2141186837768007,0.20498741117922398,0.06967905627287502,0.5112148490666347,blur
green_cast,257,0.1294789661069904,0.2520828124150228,0.08965151688149232,0.5287867060895096,blur
low_light,29,0.11953311156609958,0.17749630762585272,0.056310036251770994,0.6466605437212977,blur
blur,289,0.1875322559029895,0.2272109514856421,0.07478917661448452,0.5104676168476422,blur
