category,num_images,attention_blue,attention_green,attention_lowlight,attention_blur,dominant_attention
blue_cast,479,0.3361843660131626,0.21992610062089493,0.2172642640442838,0.22662526848171846,blue
green_cast,257,0.3374605917513139,0.22042076144700848,0.21579090520333688,0.22632774183026547,blue
low_light,29,0.33033716575852756,0.22517392244832263,0.21707828805364413,0.22741061962884046,blue
blur,289,0.3366233886938194,0.22019450474775373,0.21666950611300947,0.22651260075478405,blue
