category,num_images,attention_blue,attention_green,attention_lowlight,attention_blur,dominant_attention
blue_cast,479,0.00569023033983617,0.34910675226895443,0.1101052167986778,0.535097800677405,blur
green_cast,257,0.004341772963654257,0.34514910672657223,0.1350559567894917,0.5154531653753051,blur
low_light,29,0.02154392170205965,0.18324881997601739,0.2579204738140106,0.5372867892528402,blur
blur,289,0.0044426295065708365,0.36258688295795016,0.11636325369579358,0.5166072346863038,blur
