branch,source_type,PSNR_mean,SSIM_mean,UIQM_mean,UCIQE_mean,num_images
blur,physical_generated,25.372321152238158,0.909815890125312,1.492611631248774,5.268895014216391,890
blur,real_classified,22.374042660925703,0.8860085736907684,1.210213840420271,4.486494242113767,289
overall,overall,24.63737417684435,0.903980169642205,1.4233894416394124,5.077110601037716,1179
