dataset,image_name,attention_blue,attention_lowlight,attention_blur
UIEB_raw_890,330_img_.png,0.15469126403331757,0.2284766435623169,0.6168320775032043
UIEB_raw_890,332_img_.png,0.09449490159749985,0.24563823640346527,0.6598668694496155
UIEB_raw_890,3330.png,0.1192399263381958,0.24860680103302002,0.6321532726287842
UIEB_raw_890,334_img_.png,0.22426609694957733,0.1741829663515091,0.6015509366989136
UIEB_raw_890,336_img_.png,0.10046368837356567,0.20317786931991577,0.6963584423065186
UIEB_raw_890,337_img_.png,0.11512601375579834,0.2214413285255432,0.6634326577186584
UIEB_raw_890,338_img_.png,0.052252475172281265,0.23051747679710388,0.7172300219535828
UIEB_raw_890,340_img_.png,0.11319653689861298,0.25655320286750793,0.6302502751350403
UIEB_raw_890,341_img_.png,0.10130798816680908,0.23680151998996735,0.6618905067443848
UIEB_raw_890,342_img_.png,0.3095261752605438,0.22583645582199097,0.4646373391151428
UIEB_raw_890,343_img_.png,0.19669221341609955,0.17508026957511902,0.6282275319099426
UIEB_raw_890,345_img_.png,0.369140088558197,0.20326684415340424,0.42759305238723755
UIEB_raw_890,346_img_.png,0.06573596596717834,0.21548886597156525,0.7187751531600952
UIEB_raw_890,347_img_.png,0.12385441362857819,0.2279977798461914,0.6481478214263916
UIEB_raw_890,348_img_.png,0.2902285158634186,0.24013420939445496,0.4696372449398041
UIEB_raw_890,35.png,0.11795229464769363,0.21221143007278442,0.6698362827301025
UIEB_raw_890,350_img_.png,0.11988867074251175,0.2316654920578003,0.6484458446502686
UIEB_raw_890,351_img_.png,0.09923302382230759,0.24710522592067719,0.6536617279052734
UIEB_raw_890,353_img_.png,0.1176590546965599,0.2416180968284607,0.6407228708267212
UIEB_raw_890,355_img_.png,0.07233396917581558,0.17693288624286652,0.7507331371307373
UIEB_raw_890,356_img_.png,0.3634645640850067,0.2174260914325714,0.4191093444824219
UIEB_raw_890,359_img_.png,0.17835506796836853,0.22534844279289246,0.596296489238739
UIEB_raw_890,360_img_.png,0.2772774398326874,0.22188667953014374,0.5008358955383301
UIEB_raw_890,361_img_.png,0.09006308019161224,0.22291743755340576,0.6870194673538208
UIEB_raw_890,362_img_.png,0.12884315848350525,0.23975521326065063,0.6314016580581665
UIEB_raw_890,363_img_.png,0.11116636544466019,0.2372196912765503,0.6516139507293701
UIEB_raw_890,364_img_.png,0.31527918577194214,0.24225874245166779,0.44246208667755127
UIEB_raw_890,3650.png,0.04301457107067108,0.17517805099487305,0.7818074226379395
UIEB_raw_890,365_img_.png,0.14050249755382538,0.24919848144054413,0.6102989912033081
UIEB_raw_890,366_img_.png,0.10423818230628967,0.2372651994228363,0.658496618270874
UIEB_raw_890,367_img_.png,0.23955988883972168,0.20820771157741547,0.5522323846817017
UIEB_raw_890,369_img_.png,0.08279480040073395,0.27605679631233215,0.6411483883857727
UIEB_raw_890,370_img_.png,0.10821805894374847,0.19819462299346924,0.6935873031616211
UIEB_raw_890,371_img_.png,0.11063887178897858,0.18974396586418152,0.6996172070503235
UIEB_raw_890,3728.png,0.06514614820480347,0.19696363806724548,0.7378902435302734
UIEB_raw_890,372_img_.png,0.10356484353542328,0.23626387119293213,0.6601712703704834
UIEB_raw_890,373_img_.png,0.2124284952878952,0.23417219519615173,0.5533993244171143
UIEB_raw_890,374_img_.png,0.12743335962295532,0.2627561092376709,0.6098105311393738
UIEB_raw_890,375_img_.png,0.10486042499542236,0.21427813172340393,0.6808614730834961
UIEB_raw_890,376_img_.png,0.09105978906154633,0.24802057445049286,0.6609196662902832
UIEB_raw_890,377_img_.png,0.1828908920288086,0.21079643070697784,0.6063126921653748
UIEB_raw_890,378_img_.png,0.10757511854171753,0.20651480555534363,0.6859101057052612
UIEB_raw_890,379_img_.png,0.11801175028085709,0.2078004777431488,0.6741877794265747
UIEB_raw_890,37_img_.png,0.10455787181854248,0.2457428276538849,0.649699330329895
UIEB_raw_890,380_img_.png,0.28832730650901794,0.20875857770442963,0.5029140710830688
UIEB_raw_890,381_img_.png,0.4616501033306122,0.18568532168865204,0.352664589881897
